created_at_et,a7_reference,customer_language,accommodation_type,accommodation_name,service_area,pickup_window,bag_size_estimate,minimum_accepted,lead_status,loss_reason,order_value_usd,payment_status,utm_source,utm_campaign,utm_content,gclid_available,notes
,,,,,,,,,,,,,,,,,
